Entité;Catégorie
laboratory furnace;DEVICE
laptop;DEVICE
laser ablation device;DEVICE
laser scanner;DEVICE
Laser scanners;DEVICE
laser;DEVICE
LCD screen;DEVICE
Leica BLK360;DEVICE
Leica P20;DEVICE
Leica P20 scanner;DEVICE
Lidar;DEVICE
LIDAR;DEVICE
Light airplane;DEVICE
mass spectrometer;DEVICE
mass spectrometer (IRMS, IsoPrime);DEVICE
mechanical trigger;DEVICE
mobile scaffolding;DEVICE
molds;DEVICE
mortar air-meter;DEVICE
nailed label;DEVICE
Nails;DEVICE
NIRS tools;DEVICE
optic;DEVICE
optical sensor;DEVICE
pallets;DEVICE
Pegs;DEVICE
petrographic microscope (Olympus® BX40);DEVICE
photogrammetric recording system;DEVICE
pins;DEVICE
pivoting head carbon rod;DEVICE
police cordon;DEVICE
portable Konica Minolta® CM600d;DEVICE
protective nets container;DEVICE
QR code;DEVICE
racks;DEVICE
rails;DEVICE
reality capture sensors;DEVICE
remote-controlled buckets;DEVICE
remote-controlled machine;DEVICE
remotely operated machinery;DEVICE
restorers' tools;DEVICE
ring mill;DEVICE
robotic equipment;DEVICE
robotic nacelle;DEVICE
Rods;DEVICE
RONIN gimbal;DEVICE
safety boots;DEVICE
safety net;DEVICE
safety netting;DEVICE
satellite;DEVICE
scaffolding;DEVICE
scaffoldings;DEVICE
Scanning Electron Microscope (SEM);DEVICE
scanning electron microscope;DEVICE
sealed bags;DEVICE
sealing pins;DEVICE
SEM;DEVICE
Setaram® 92-16.18 device;DEVICE
shaking table (EN 1015-3);DEVICE
Small rods;DEVICE
soft brush;DEVICE
SONY RX0 Mk2 compact cameras;DEVICE
sorting table;DEVICE
staples;DEVICE
Steel blade;DEVICE
straight blade tools;DEVICE
suction devices;DEVICE
technical equipment;DEVICE
Thermo Fisher Scientific Element XR ICP-MS system;DEVICE
Thermo Scientific TM iCAPTM TQ ICP-MS;DEVICE
tools;DEVICE
toothed cutting axes;DEVICE
tooth-head hammer blade;DEVICE
vernier calliper;DEVICE
Vibraphone;DEVICE
virtual reality headsets;DEVICE
wheels;DEVICE
X-ray tube (CuKα1 =1.54056 Å);DEVICE
2.5D DSM plots exclusion;DIGITAL_TECH
2.5D representations integration;DIGITAL_TECH
2D data;DIGITAL_TECH
2D geometry continuum damage model;DIGITAL_TECH
2D images;DIGITAL_TECH
2D-to-2D photogrammetric fusion;DIGITAL_TECH
2D-to-2D photogrammetric fusion;DIGITAL_TECH
360° panoramic views;DIGITAL_TECH
3D based fusion;DIGITAL_TECH
3D coordinates;DIGITAL_TECH
3D data;DIGITAL_TECH
3D data visualization;DIGITAL_TECH
3D description;DIGITAL_TECH
3D digitisation;DIGITAL_TECH
3D for humanities;DIGITAL_TECH
3D for humanities software;DIGITAL_TECH
3D geometrical models;DIGITAL_TECH
3D Heritage Online Presenter;DIGITAL_TECH
3D images;DIGITAL_TECH
3D lasergrammetric point clouds;DIGITAL_TECH
3D model anastylosis;DIGITAL_TECH
3D modeling;DIGITAL_TECH
3D modelling;DIGITAL_TECH
3D models;DIGITAL_TECH
3D numbering;DIGITAL_TECH
3D point cloud;DIGITAL_TECH
3D point clouds;DIGITAL_TECH
3D printing;DIGITAL_TECH
3D reconstructions;DIGITAL_TECH
3D scanning;DIGITAL_TECH
3D spatial representation;DIGITAL_TECH
3D-based cultural content;DIGITAL_TECH
3DHOP;DIGITAL_TECH
4D acquisition;DIGITAL_TECH
Access Protocol (LDAP);DIGITAL_TECH
accessibility of data for different users;DIGITAL_TECH
advantages and limitations of BBM and CHM models;DIGITAL_TECH
AEC software;DIGITAL_TECH
aggregating and enhancing data;DIGITAL_TECH
Agrovoc;DIGITAL_TECH
Aioli;DIGITAL_TECH
Aioli platform;DIGITAL_TECH
algorithm testing;DIGITAL_TECH
alignment between point clouds;DIGITAL_TECH
alignment development;DIGITAL_TECH
alteration phenomena;DIGITAL_TECH
annotated surveys;DIGITAL_TECH
application;DIGITAL_TECH
ArcheoGrid;DIGITAL_TECH
ArchéoGRID online database;DIGITAL_TECH
ArchéoGRID online inventory;DIGITAL_TECH
architectural scenes thumbnails;DIGITAL_TECH
Archival Resource Key;DIGITAL_TECH
ARK;DIGITAL_TECH
attribute data;DIGITAL_TECH
augmented urban walks;DIGITAL_TECH
Autodesk Maya©;DIGITAL_TECH
automatic classification;DIGITAL_TECH
Automatic term completion;DIGITAL_TECH
automatic white balance;DIGITAL_TECH
autonomous system digital platform;DIGITAL_TECH
availability of raw data;DIGITAL_TECH
BIM;DIGITAL_TECH
BIM environments;DIGITAL_TECH
BIM models;DIGITAL_TECH
b-splines;DIGITAL_TECH
bundle-adjustment refinement;DIGITAL_TECH
C3DC;DIGITAL_TECH
CAD software;DIGITAL_TECH
calculation tool;DIGITAL_TECH
Campari;DIGITAL_TECH
Cast3M;DIGITAL_TECH
cataloguing;DIGITAL_TECH
cathedral-scale data corpus;DIGITAL_TECH
CATT-Acoustic;DIGITAL_TECH
CATT-Acoustic (v9.1f, TUCT v2.0e);DIGITAL_TECH
C-dendro program;DIGITAL_TECH
central repository;DIGITAL_TECH
CIDOC CRM;DIGITAL_TECH
circle fitting;DIGITAL_TECH
classification;DIGITAL_TECH
cloud registration;DIGITAL_TECH
CloudCompare;DIGITAL_TECH
collaborative indexing;DIGITAL_TECH
collaborative portal;DIGITAL_TECH
collaborative space;DIGITAL_TECH
collaborative toolkit;DIGITAL_TECH
collection processing;DIGITAL_TECH
colour gradient detection systems;DIGITAL_TECH
combining digital representation with evolving knowledge;DIGITAL_TECH
computational resources;DIGITAL_TECH
computer record;DIGITAL_TECH
Computer-aided Building conception;DIGITAL_TECH
conceptual modelling techniques;DIGITAL_TECH
conservation data;DIGITAL_TECH
content indexing;DIGITAL_TECH
contour plots generation;DIGITAL_TECH
control and validation of the 3D registration;DIGITAL_TECH
controlled lexicons APIs;DIGITAL_TECH
controlled vocabularies;DIGITAL_TECH
Controlled Vocabulary;DIGITAL_TECH
controlled vocabulary development;DIGITAL_TECH
controlled vocabulary work;DIGITAL_TECH
conventional photogrammetric methods;DIGITAL_TECH
conversion of signal intensities into quantitative results;DIGITAL_TECH
co-registration issue;DIGITAL_TECH
correlation engine;DIGITAL_TECH
creation of digital platform for centralisation and preservation of scientific data;DIGITAL_TECH
data acquisition protocol;DIGITAL_TECH
data archiving;DIGITAL_TECH
data collection and processing;DIGITAL_TECH
data curation processes;DIGITAL_TECH
data flow;DIGITAL_TECH
data fusion;DIGITAL_TECH
data fusion methodologies;DIGITAL_TECH
data gathering;DIGITAL_TECH
data ingestion;DIGITAL_TECH
data integration;DIGITAL_TECH
data package;DIGITAL_TECH
data processing;DIGITAL_TECH
data production;DIGITAL_TECH
data recording;DIGITAL_TECH
data sharing;DIGITAL_TECH
data storage;DIGITAL_TECH
data structuring;DIGITAL_TECH
data traceability;DIGITAL_TECH
database;DIGITAL_TECH
databases;DIGITAL_TECH
dataset expansion and integration;DIGITAL_TECH
datasets generation;DIGITAL_TECH
datasets;DIGITAL_TECH
debris modeling;DIGITAL_TECH
deep mapping;DIGITAL_TECH
Dendronet;DIGITAL_TECH
dense cloud generation;DIGITAL_TECH
densification levels optimization;DIGITAL_TECH
derivation of dense matching result;DIGITAL_TECH
detailed 3D;DIGITAL_TECH
development of hybrid computational method;DIGITAL_TECH
diachronic tool;DIGITAL_TECH
DiffractEVA® software;DIGITAL_TECH
digital copies;DIGITAL_TECH
digital data;DIGITAL_TECH
digital documentation;DIGITAL_TECH
digital ecosystem;DIGITAL_TECH
digital framework;DIGITAL_TECH
digital heritage studies;DIGITAL_TECH
digital humanities;DIGITAL_TECH
digital image;DIGITAL_TECH
digital media;DIGITAL_TECH
digital mobilization;DIGITAL_TECH
digital model;DIGITAL_TECH
digital models;DIGITAL_TECH
digital mosaic;DIGITAL_TECH
digital objects;DIGITAL_TECH
digital platform;DIGITAL_TECH
digital preservation;DIGITAL_TECH
digital record;DIGITAL_TECH
digital recording thesaurus;DIGITAL_TECH
digital recording visual information;DIGITAL_TECH
digital replica;DIGITAL_TECH
digital representation;DIGITAL_TECH
digital restitution;DIGITAL_TECH
digital semantics;DIGITAL_TECH
digital spread of emotions;DIGITAL_TECH
digital steps;DIGITAL_TECH
digital surveys;DIGITAL_TECH
digital tablet;DIGITAL_TECH
digital technologies;DIGITAL_TECH
digital technology;DIGITAL_TECH
digital tools;DIGITAL_TECH
digital twin;DIGITAL_TECH
digital twin cathedral;DIGITAL_TECH
digitisation;DIGITAL_TECH
digitization;DIGITAL_TECH
digitizing;DIGITAL_TECH
documentation processing;DIGITAL_TECH
DOI;DIGITAL_TECH
DSM-DEM;DIGITAL_TECH
Dublin Core;DIGITAL_TECH
enrich data;DIGITAL_TECH
enrichment-enabled data;DIGITAL_TECH
Esmeralda;DIGITAL_TECH
EXIF metadata;DIGITAL_TECH
exporting cross-sections;DIGITAL_TECH
FAIR data;DIGITAL_TECH
FDS (Fire Dynamics Simulator);DIGITAL_TECH
file naming;DIGITAL_TECH
FileMaker Pro application;DIGITAL_TECH
finite element method (FEM);DIGITAL_TECH
finite element method;DIGITAL_TECH
finite element modelling;DIGITAL_TECH
finite volume method;DIGITAL_TECH
Fire Dynamic Simulator (FDS);DIGITAL_TECH
fire simulations;DIGITAL_TECH
fitting circles;DIGITAL_TECH
FRANTIQ network web-centric thesaurus;DIGITAL_TECH
GCPBascule tool;DIGITAL_TECH
GCP-based registration;DIGITAL_TECH
GCPs reliance;DIGITAL_TECH
GEA;DIGITAL_TECH
generating, organising, and evaluating diverse data;DIGITAL_TECH
generation of global orthophotos;DIGITAL_TECH
generation of orthorectified pictures;DIGITAL_TECH
geographic information system (GIS);DIGITAL_TECH
geographical extension of the MWP;DIGITAL_TECH
geometric models ENDO3D law;DIGITAL_TECH
geometrical acoustics model;DIGITAL_TECH
Geonames;DIGITAL_TECH
geo-referencing densification;DIGITAL_TECH
geo-referencing  geometry;DIGITAL_TECH
Getty AAT;DIGITAL_TECH
GIS;DIGITAL_TECH
glossaries microthesaurus;DIGITAL_TECH
graphic scales of representation;DIGITAL_TECH
graphical multilayered document;DIGITAL_TECH
graphics software;DIGITAL_TECH
graph-oriented databases;DIGITAL_TECH
grey gas model RAMAN;DIGITAL_TECH
grid reference system;DIGITAL_TECH
ground matching;DIGITAL_TECH
GuPIXE;DIGITAL_TECH
HBIM;DIGITAL_TECH
height maps generation;DIGITAL_TECH
heritage data;DIGITAL_TECH
heritage science data;DIGITAL_TECH
heterogeneous corpora;DIGITAL_TECH
high-resolution scans;DIGITAL_TECH
horizontal cross-section;DIGITAL_TECH
horizontal cross-section extraction;DIGITAL_TECH
Huma-Num Box;DIGITAL_TECH
hybrid 3D viewer development;DIGITAL_TECH
hyperspectral imagery;DIGITAL_TECH
iconographic data;DIGITAL_TECH
ICP algorithm;DIGITAL_TECH
IdRef;DIGITAL_TECH
IFC.JS;DIGITAL_TECH
IIIF image server digital passport;DIGITAL_TECH
image sets acquisition;DIGITAL_TECH
image-based 3D annotation;DIGITAL_TECH
ImageJ software;DIGITAL_TECH
images;DIGITAL_TECH
indexing;DIGITAL_TECH
informatics;DIGITAL_TECH
information and communication technology (ICT) software tools;DIGITAL_TECH
information systems;DIGITAL_TECH
integration;DIGITAL_TECH
interactive 3D exploration;DIGITAL_TECH
interactive forum membership directory;DIGITAL_TECH
interface;DIGITAL_TECH
intrados;DIGITAL_TECH
JavaScript libraries;DIGITAL_TECH
JMicrovision® software;DIGITAL_TECH
knowledge modelling;DIGITAL_TECH
knowledge models;DIGITAL_TECH
laser scanning;DIGITAL_TECH
lasergrammetric sources;DIGITAL_TECH
lasergrammetric survey;DIGITAL_TECH
laser-scanner survey;DIGITAL_TECH
Leica’s TruView software;DIGITAL_TECH
Lidar;DIGITAL_TECH
Life3D;DIGITAL_TECH
Lightweight Directory;DIGITAL_TECH
LMGC90 code;DIGITAL_TECH
Local Contrast Enhancement Technique;DIGITAL_TECH
location of samples according to their scores;DIGITAL_TECH
long-term archiving;DIGITAL_TECH
loudspeakers amplification system;DIGITAL_TECH
machine learning digital ecosystem;DIGITAL_TECH
management of huge amounts of data;DIGITAL_TECH
matching;DIGITAL_TECH
matching circle centers;DIGITAL_TECH
matching geometrical features;DIGITAL_TECH
mathematical models;DIGITAL_TECH
merging point clouds;DIGITAL_TECH
mesh model;DIGITAL_TECH
mesh;DIGITAL_TECH
meshed representation generation;DIGITAL_TECH
metadata;DIGITAL_TECH
metadata extraction;DIGITAL_TECH
metadata records;DIGITAL_TECH
metadata structuring;DIGITAL_TECH
methods for data collection, enrichment, and linkage;DIGITAL_TECH
methods for generating and evaluating semantically enriched datasets multidisciplinary studies;DIGITAL_TECH
MicMac;DIGITAL_TECH
Microsoft Excel spreadsheet;DIGITAL_TECH
mini-thesaurus;DIGITAL_TECH
modelling;DIGITAL_TECH
multimedia;DIGITAL_TECH
multimodal exploration;DIGITAL_TECH
multimodal fusion method;DIGITAL_TECH
multimodal virtual environments;DIGITAL_TECH
multiresolution encoding;DIGITAL_TECH
multispectral images;DIGITAL_TECH
multi-temporal 2D/3D data fusion;DIGITAL_TECH
multi-temporal data;DIGITAL_TECH
National 3D Data Repository;DIGITAL_TECH
native 3D rendering;DIGITAL_TECH
n-dame digital ecosystem;DIGITAL_TECH
n-dame ecosystem;DIGITAL_TECH
n-dame thesaurus;DIGITAL_TECH
NDF;DIGITAL_TECH
n-dimensional data;DIGITAL_TECH
n-dimensional techniques;DIGITAL_TECH
NDP 3D Viewer;DIGITAL_TECH
nd-viewer3D;DIGITAL_TECH
Near infra-red spectroscopy (NIRS);DIGITAL_TECH
noise reduction;DIGITAL_TECH
numerical database;DIGITAL_TECH
numerical simulations;DIGITAL_TECH
ODK Collect application;DIGITAL_TECH
official portal Huma-Num directory;DIGITAL_TECH
ontologies;DIGITAL_TECH
Open MPI;DIGITAL_TECH
OpenFoam;DIGITAL_TECH
open-source software;DIGITAL_TECH
Opentheso;DIGITAL_TECH
Opentheso software;DIGITAL_TECH
optimization of the bundle-adjustment process;DIGITAL_TECH
optimization of the global orientation;DIGITAL_TECH
orthographic images;DIGITAL_TECH
orthographic representations;DIGITAL_TECH
Ortho-photo;DIGITAL_TECH
orthophotography;DIGITAL_TECH
orthophotography layout;DIGITAL_TECH
orthophotomosaic;DIGITAL_TECH
orthophotomosaic generation;DIGITAL_TECH
orthophotos generation;DIGITAL_TECH
paradata;DIGITAL_TECH
parametrization of the tools;DIGITAL_TECH
Per Image Matching (PIMs) methods;DIGITAL_TECH
photogrammetric dataset;DIGITAL_TECH
photogrammetric exploitation;DIGITAL_TECH
photogrammetric fusion;DIGITAL_TECH
photogrammetric process;DIGITAL_TECH
photogrammetric processing;DIGITAL_TECH
photogrammetric recording system;DIGITAL_TECH
photogrammetry;DIGITAL_TECH
photographic images;DIGITAL_TECH
photographic works;DIGITAL_TECH
photographs;DIGITAL_TECH
photography;DIGITAL_TECH
pillar processing;DIGITAL_TECH
pillar segmentation;DIGITAL_TECH
plans;DIGITAL_TECH
platform;DIGITAL_TECH
point cloud analysis;DIGITAL_TECH
point clouds;DIGITAL_TECH
point clouds representation;DIGITAL_TECH
point clouds;DIGITAL_TECH
point-cloud data;DIGITAL_TECH
point-clouds;DIGITAL_TECH
post-fire point cloud;DIGITAL_TECH
process storage;DIGITAL_TECH
processing;DIGITAL_TECH
processing software;DIGITAL_TECH
processing tool;DIGITAL_TECH
QR code;DIGITAL_TECH
raster grid;DIGITAL_TECH
rasterization tool;DIGITAL_TECH
Rasterize tool;DIGITAL_TECH
rasterized point cloud generation;DIGITAL_TECH
reality-based 3D annotation;DIGITAL_TECH
registering point clouds;DIGITAL_TECH
registration and fusion of data;DIGITAL_TECH
registration method development;DIGITAL_TECH
registration of 2D plots;DIGITAL_TECH
registration of point clouds;DIGITAL_TECH
registration process;DIGITAL_TECH
relative lightness numerical simulation tools;DIGITAL_TECH
relative positioning refinement;DIGITAL_TECH
relief extraction;DIGITAL_TECH
SaisieAppuisInitQT;DIGITAL_TECH
SaisieAppuisPredictQT;DIGITAL_TECH
scanner;DIGITAL_TECH
scans;DIGITAL_TECH
scientific data;DIGITAL_TECH
Secure File Transfer Protocol;DIGITAL_TECH
segmentation;DIGITAL_TECH
semantic annotation methods;DIGITAL_TECH
Semantic enrichment;DIGITAL_TECH
semantic understanding;DIGITAL_TECH
semantic web;DIGITAL_TECH
semantically enriching;DIGITAL_TECH
SFTP;DIGITAL_TECH
shared repository;DIGITAL_TECH
SIFT;DIGITAL_TECH
SIMNRA;DIGITAL_TECH
simulation of heat evolution;DIGITAL_TECH
simulation software;DIGITAL_TECH
simulations;DIGITAL_TECH
sketches;DIGITAL_TECH
software;DIGITAL_TECH
software CATT-Acoustic;DIGITAL_TECH
sorting table;DIGITAL_TECH
sound data;DIGITAL_TECH
sound fiction;DIGITAL_TECH
sound system machines;DIGITAL_TECH
Sound-boards;DIGITAL_TECH
sparse or dense matching approach;DIGITAL_TECH
sparse point cloud;DIGITAL_TECH
spatial data;DIGITAL_TECH
spatial resolution adjustment;DIGITAL_TECH
spatialization of photographs;DIGITAL_TECH
spatially representable 3D images;DIGITAL_TECH
storage;DIGITAL_TECH
Structural analysis software;DIGITAL_TECH
structured 3D models;DIGITAL_TECH
Sylphe program;DIGITAL_TECH
synergistic platform;DIGITAL_TECH
system;DIGITAL_TECH
Tapas module;DIGITAL_TECH
Tapioca module;DIGITAL_TECH
Tawny;DIGITAL_TECH
technical data archive;DIGITAL_TECH
technology;DIGITAL_TECH
technology in cultural preservation;DIGITAL_TECH
terminological resources;DIGITAL_TECH
textual data;DIGITAL_TECH
texture mask;DIGITAL_TECH
thesaurus;DIGITAL_TECH
thesaurus structuring;DIGITAL_TECH
thesauruses;DIGITAL_TECH
thesauruses indexing;DIGITAL_TECH
three-dimensional archive;DIGITAL_TECH
three-dimensional model;DIGITAL_TECH
three-dimensional model creation;DIGITAL_TECH
three-dimensional restitution;DIGITAL_TECH
Total-IBA;DIGITAL_TECH
TUCT v2.0f;DIGITAL_TECH
ultrasonic waves;DIGITAL_TECH
unification of point clouds;DIGITAL_TECH
uniform rectilinear grid;DIGITAL_TECH
user-friendly format;DIGITAL_TECH
videos;DIGITAL_TECH
virtual camera;DIGITAL_TECH
Virtual events;DIGITAL_TECH
virtual reconstruction;DIGITAL_TECH
virtual restitution ahistorical CGI;DIGITAL_TECH
visual enhancement;DIGITAL_TECH
visual information acquisition;DIGITAL_TECH
visual information corpus pieces;DIGITAL_TECH
Visual Media Service;DIGITAL_TECH
visualisation web application;DIGITAL_TECH
visualization;DIGITAL_TECH
visualization tool;DIGITAL_TECH
vocabulary definition;DIGITAL_TECH
vocabulary management system;DIGITAL_TECH
volumetric data;DIGITAL_TECH
webbings;DIGITAL_TECH
Wikidata;DIGITAL_TECH
X-ray;DIGITAL_TECH
20ms to 100ms after the direct sound;DURATION
40 to 140 years old;DURATION
50 – 100 years old;DURATION
8 May 2019;DURATION
800 years;DURATION
90s;DURATION
April 2018;DURATION
April 2019;DURATION
April 2021;DURATION
autumn/winter;DURATION
before and after the fire;DURATION
beginning of May;DURATION
between 1163 and 1182;DURATION
between 2010 and 2020;DURATION
Building period;DURATION
campaigns;DURATION
Cathedral building period;DURATION
chronological data;DURATION
chronological framework;DURATION
chronological sequences of roofing works;DURATION
chronologies;DURATION
chronology;DURATION
chronology of iron use;DURATION
chronology of the cathedral;DURATION
circa 1215;DURATION
circa 1220;DURATION
cosmic events chronologies;DURATION
daily monitoring;DURATION
dating of construction;DURATION
dendrochronological dating;DURATION
detailed chronology of the building;DURATION
drying period;DURATION
duration;DURATION
duration of the building site;DURATION
duration of the construction of Notre-Dame;DURATION
during the work;DURATION
early 2010s;DURATION
end of 2022;DURATION
end of the wooden pieces inventory;DURATION
end of this first phase;DURATION
Evolution over time;DURATION
February 2020;DURATION
felling-phases;DURATION
fifteen years;DURATION
first half of 2022;DURATION
five years later;DURATION
fourth and last campaign;DURATION
from 1170 to 1182;DURATION
from August 2020 to January 2021;DURATION
From September 2019 to January 2020;DURATION
future;DURATION
Harvest age;DURATION
history of lead roof in Notre-Dame de Paris;DURATION
July 2019;DURATION
July 2020;DURATION
June 2019;DURATION
June 21, 2016;DURATION
June 21, 2017;DURATION
june 29 1859;DURATION
lead uses over time;DURATION
March 2021;DURATION
May 1996;DURATION
May 2019;DURATION
Nearly fifty years;DURATION
over the centuries;DURATION
past;DURATION
period of production;DURATION
periods;DURATION
phasing;DURATION
post-quem dating;DURATION
present;DURATION
producing 14C records;DURATION
radiocarbon dating;DURATION
recent;DURATION
September 2018;DURATION
spring 2020;DURATION
spring and summer of 2021;DURATION
temporal distribution;DURATION
temporal studies;DURATION
temporalities;DURATION
timber constructions 14C dating;DURATION
time;DURATION
time frame;DURATION
today;DURATION
twelfth and thirteenth centuries construction phases;DURATION
two years;DURATION
two-hundred-year-old;DURATION
unknown consolidations phases;DURATION
wood felled around 1214;DURATION
Work phase;DURATION
Years following cathedral building;DURATION
A. Stulcova;EXPERT
A. Tallon;EXPERT
acoustics specialists;EXPERT
actors;EXPERT
Adolphe Napoléon Didron;EXPERT
agents;EXPERT
Alain Erlande-Brandenburg;EXPERT
Alfred Gérente;EXPERT
Alix Bancarel;EXPERT
Andrew Tallon;EXPERT
anthropologist;EXPERT
Antoine Lusson;EXPERT
archaeodendrometry specialist;EXPERT
archaeologist;EXPERT
archaeologist from Inrap;EXPERT
archaeologists;EXPERT
Architect;EXPERT
architects;EXPERT
Arnaud Ybert;EXPERT
art historians;EXPERT
Artisans;EXPERT
artists;EXPERT
Astrid Tazzioli;EXPERT
Auguste Steinheil;EXPERT
Baptiste Petit-Gérard;EXPERT
Barrel makers;EXPERT
Baudouin Janninck;EXPERT
blacksmiths;EXPERT
Boffrand;EXPERT
Briard;EXPERT
Briard et al.;EXPERT
Builders;EXPERT
building designers;EXPERT
C. Lavier;EXPERT
C. Trentesaux;EXPERT
Caroline Bruzelius;EXPERT
Caroline M.;EXPERT
carpenters;EXPERT
cathedral conservators;EXPERT
Cécile Doustaly;EXPERT
Cédric Trentesaux;EXPERT
Chief architects;EXPERT
chief architects for historic monuments;EXPERT
choirmasters;EXPERT
choral conductors;EXPERT
civil engineers;EXPERT
Claudie Voisenat;EXPERT
Colbert;EXPERT
composers;EXPERT
conservation scientists;EXPERT
conservators;EXPERT
Constance Aumonnier;EXPERT
craftsmen;EXPERT
curators;EXPERT
D. du Boisgueheneuc;EXPERT
D’Altri;EXPERT
Daussy;EXPERT
Daux et al.;EXPERT
David Le Breton;EXPERT
Détain;EXPERT
Didier Groux;EXPERT
directors;EXPERT
disciplinary knowledge;EXPERT
documentary filmmakers;EXPERT
E. Maurin;EXPERT
Édouard Amédée Didron;EXPERT
Elisabeth Pillet;EXPERT
Ernest Herpe;EXPERT
Eugène;EXPERT
Eugène Emmanuel;EXPERT
Eugène Oudinot;EXPERT
Eugène Rattier;EXPERT
Europe scientists;EXPERT
Experts;EXPERT
F. Épaud;EXPERT
firemen;EXPERT
foley artist;EXPERT
Fonquernie;EXPERT
Frédéric Douin;EXPERT
Frédéric Epaud;EXPERT
French architects;EXPERT
French craftsman;EXPERT
G.N. Lambert;EXPERT
Gediminas Lankauskas;EXPERT
Gérente;EXPERT
Germain Boffrand;EXPERT
German Luftwaffe;EXPERT
Graham Sutherland;EXPERT
Gratuze;EXPERT
H. Deneux;EXPERT
Henri C.;EXPERT
Henri C. (director of La Maîtrise and choir director);EXPERT
Henri Deneux;EXPERT
Heritage carpenter’s know-how;EXPERT
heritage-related academic;EXPERT
historians;EXPERT
historians of architecture;EXPERT
investigators;EXPERT
J.-M. Pérouse de Montclos;EXPERT
Jacques Le Chevallier;EXPERT
Jean de Chelles;EXPERT
Jean Lafond;EXPERT
Jean Le Vieil;EXPERT
Jean-Baptiste Lassus;EXPERT
Jean-Charles G.;EXPERT
Jean-François Luneau;EXPERT
Jean-Jacques Annaud;EXPERT
Jean-Louis Taupin;EXPERT
Jean-Loup B.;EXPERT
Jean-Michel Jarre;EXPERT
journalists;EXPERT
journeymen;EXPERT
Julie Monique;EXPERT
Karine Boulanger;EXPERT
L’Héritier et al;EXPERT
laboratories;EXPERT
Laurent P.;EXPERT
lead architects;EXPERT
leaders;EXPERT
Manfred Shuller;EXPERT
Marc Férauge;EXPERT
Marcel Aubert;EXPERT
Marie Godet;EXPERT
Marie-Antoinette;EXPERT
Marshal of Metz;EXPERT
masons;EXPERT
Matthieu Stefanelli;EXPERT
Matthieu W.;EXPERT
Maurice de Sully;EXPERT
Michel Hérold;EXPERT
Middle Ages carpenters;EXPERT
monument custodians;EXPERT
monument directors;EXPERT
Nathalie Heinich;EXPERT
NDP architects;EXPERT
Nicolas Coffetier;EXPERT
Olivier Girardclos;EXPERT
organ builders;EXPERT
organists;EXPERT
ornithologists;EXPERT
P. Hoffsummer;EXPERT
painters;EXPERT
Paris Zig-Zag guides;EXPERT
Patrick Zachmann;EXPERT
Paul Benoit;EXPERT
Penagos et al.;EXPERT
photographer;EXPERT
photographers;EXPERT
Pierre de Montreuil;EXPERT
Pierre Le Vieil;EXPERT
Pierre Mignerey;EXPERT
Plumbers’ practices;EXPERT
professional photographers;EXPERT
qualified decision-makers;EXPERT
R. Fromont;EXPERT
Rémi Fromont;EXPERT
research engineer;EXPERT
research stakeholders;EXPERT
researchers;EXPERT
researchers professionals;EXPERT
restoration craftsmen;EXPERT
restorers;EXPERT
rope technicians;EXPERT
scientists;EXPERT
Sebastian Ené;EXPERT
sound designer;EXPERT
stained glass experts;EXPERT
stakeholders;EXPERT
Steinheil;EXPERT
Stéphane Compoint;EXPERT
stone workers;EXPERT
stonecutter;EXPERT
stonecutters;EXPERT
stonedresser;EXPERT
stonedressers;EXPERT
stonemason;EXPERT
Sylvain D.;EXPERT
Sylvain D. (choirmaster);EXPERT
Syvilay et al.;EXPERT
technicians;EXPERT
Thaïs R.W.;EXPERT
tourism professionals;EXPERT
V. Bernard;EXPERT
V. Chevrier;EXPERT
Véronique Vergès-Belmin;EXPERT
Villard de Honnecourt;EXPERT
Vincent P.;EXPERT
Viollet-le-Duc;EXPERT
Viollet-le-Duc.;EXPERT
workers;EXPERT
writers;EXPERT
25-26 April 2019;FIRE_EVENT
25th April to the 3rd May 2019;FIRE_EVENT
April 15, 2019;FIRE_EVENT
April 15th 2019;FIRE_EVENT
cataclysm;FIRE_EVENT
catastrophes;FIRE_EVENT
development of a fire;FIRE_EVENT
development of credible fire scenarios;FIRE_EVENT
disaster response;FIRE_EVENT
effects of fire on stone structures;FIRE_EVENT
emergency and risk management measures;FIRE_EVENT
emergency situation;FIRE_EVENT
environmental lead contamination;FIRE_EVENT
experience of disaster;FIRE_EVENT
heat;FIRE_EVENT
heritage catastrophes;FIRE_EVENT
heritage disaster;FIRE_EVENT
heritage loss;FIRE_EVENT
ignitor prescription;FIRE_EVENT
impact of fire;FIRE_EVENT
impact of fire and lead pollution on research;FIRE_EVENT
impact of fire on cultural production and publishing industry;FIRE_EVENT
impact of fire on elements and structures;FIRE_EVENT
impact of the fire on the vault;FIRE_EVENT
impacts;FIRE_EVENT
lead contamination;FIRE_EVENT
lead pollution;FIRE_EVENT
mechanical impact of fire;FIRE_EVENT
past fires;FIRE_EVENT
post-catastrophe debates;FIRE_EVENT
post-fire point cloud;FIRE_EVENT
smoke;FIRE_EVENT
soot;FIRE_EVENT
sources of environmental pollution;FIRE_EVENT
temperature field;FIRE_EVENT
3 teams;GROUPE_TRAVAIL
Acoustics Working Group;GROUPE_TRAVAIL
Chrono-environment laboratory;GROUPE_TRAVAIL
collaboration;GROUPE_TRAVAIL
Digital Data WG;GROUPE_TRAVAIL
Digital data WK;GROUPE_TRAVAIL
Digital Data Working Group;GROUPE_TRAVAIL
